utc,product_name,store_section,category,subcategory,labels,nutriscore,nova_group,allergens,diet_tags,image_url,price,x,y
73214006076,Sun-Ripened Dried Tomatoes,Dried Fruits,Dried Fruits,Dried Plant Based Foods,"No GMOs,Non GMO project",unknown,3.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/321/400/6076/front_en.9.400.jpg,6.99,4,34
73260007164,Organic pure honey,Honeys,Honeys,Honeys,"No gluten,Organic,USDA Organic,1% for the planet,No additives",d,2.0,,"en:palm-oil-free,en:non-vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/326/000/7164/front_en.13.400.jpg,7.99,14,5
73260007249,"Wildflower & orange blossom premium pure u.s. honey, wildflower & orange blossom",Honeys,Honeys,Honeys,"Kosher,Orthodox Union Kosher",d,2.0,,"en:palm-oil-free,en:non-vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/326/000/7249/front_en.3.400.jpg,7.99,14,5
73260007256,Pure & Unfiltered Honey,Honeys,Honeys,Honeys,"No gluten,No additives",unknown,2.0,,"en:palm-oil-free,en:non-vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/326/000/7256/front_en.7.400.jpg,7.99,14,5
73260007270,Golden blossom,Honeys,Honeys,Honeys,,unknown,2.0,,"en:palm-oil-free,en:non-vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/326/000/7270/front_en.3.400.jpg,7.99,14,5
73260007287,Premium Pure U.S. Honey,Honeys,Honeys,Honeys,,unknown,2.0,,"en:palm-oil-free,en:non-vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/326/000/7287/front_en.3.400.jpg,7.99,14,5
73299000488,Honey,Honeys,Honeys,Honeys,,d,2.0,,"en:palm-oil-free,en:non-vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/329/900/0488/front_en.3.400.jpg,7.99,14,5
73299030027,Honey,Honeys,Honeys,Honeys,"Kosher,Orthodox Union Kosher",c,2.0,,"en:palm-oil-free,en:non-vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/329/903/0027/front_en.27.400.jpg,7.99,14,5
73299060017,Raw & unfiltered honey,Honeys,Honeys,Honeys,"No gluten,Raw-unfiltered-honey",d,2.0,,"en:palm-oil-free,en:non-vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/329/906/0017/front_en.3.400.jpg,7.99,14,5
73299120070,Eucalyptus Raw Creamed Organic Honey,Honeys,Honeys,Honeys,"Organic,No GMOs,Non GMO project",unknown,2.0,,"en:palm-oil-free,en:non-vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/329/912/0070/front_en.3.400.jpg,7.99,14,5
73299120322,Bee harmony honey,Honeys,Honeys,Honeys,,d,2.0,,"en:palm-oil-free,en:non-vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/329/912/0322/front_en.4.400.jpg,7.99,14,5
73321000233,Lemon & Strawberry Real Italian Ice,Ice Creams,Ice Creams,Ice Creams And Sorbets,,c,4.0,,"en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/007/332/100/0233/front_en.14.400.jpg,5.99,7,4
73321033668,Frozen root beer & vanilla ice cream float tubes,Ice Creams,Ice Creams,Ice Creams And Sorbets,,c,4.0,,"en:may-contain-palm-oil,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/007/332/103/3668/front_en.6.400.jpg,5.99,7,4
73321037925,Icee sour apple,Ice Creams,Ice Creams,Ice Creams And Sorbets,Kosher,c,4.0,,"en:palm-oil-free,en:maybe-vegan,en:maybe-vegetarian",https://images.openfoodfacts.org/images/products/007/332/103/7925/front_en.18.400.jpg,5.99,7,4
73321175337,Red cherry and blue raspberry swirl ice pop,Ice Creams,Ice Creams,Ice Pops,"No gluten,Kosher,Kosher-parve",unknown,4.0,,"en:palm-oil-free,en:maybe-vegan,en:maybe-vegetarian",https://images.openfoodfacts.org/images/products/007/332/117/5337/front_en.21.400.jpg,5.99,7,4
73390055158,Spearmint Artificial Flavor Gum,Sugars,Sugars,Sugars,,unknown,4.0,,"en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/007/339/005/5158/front_en.37.400.jpg,2.99,4,28
73416003101,Organic California Brown Basmati Rice,Rices,Rices,Aromatic Rices,"No gluten,Organic,No GMOs,USDA Organic,Non GMO project",b,1.0,,"en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/007/341/600/3101/front_en.9.400.jpg,2.99,18,5
73416004306,Wild Blend Gourmet Rice,Rices,Rices,Black Rices,"No gluten,No GMOs,No Bisphenol-A,Non GMO project,100-whole-grain",a,1.0,,"en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/007/341/600/4306/front_en.47.400.jpg,2.99,18,5
73416004320,ROC Wild Rice,Rices,Rices,Rices,"Organic,No GMOs,USDA Organic,Non GMO project",a,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/341/600/4320/front_en.11.400.jpg,2.99,18,5
73416020054,Traditional Italian Risotto Butternut Squash,Rices,Rices,Rices,"No gluten,No GMOs,Non GMO project",d,4.0,,"en:palm-oil-free,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/007/341/602/0054/front_en.5.400.jpg,2.99,18,5
73416020337,ROC Alfredo Risotto,Rices,Rices,Rices,"No gluten,Organic,No GMOs,USDA Organic,Non GMO project",d,4.0,,"en:palm-oil-free,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/007/341/602/0337/front_en.5.400.jpg,2.99,18,5
73416040038,White Rice Sushi,Rices,Rices,Rices,"No gluten,Organic,No GMOs,Non GMO project",b,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/341/604/0038/front_en.6.400.jpg,2.99,18,5
73416040588,Organic California Brown Jasmine Rice,Rices,Rices,Aromatic Rices,"No gluten,Organic,Crossed Grain Trademark,No GMOs,DZG Gluten free,Non GMO project",b,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/341/604/0588/front_en.6.400.jpg,2.99,18,5
73416045378,Organic Heat & Eat Long Grain Brown Rice,Rices,Rices,Rices,"No gluten,Organic,No GMOs,USDA Organic,Non GMO project",b,3.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/341/604/5378/front_en.5.400.jpg,2.99,18,5
73416090101,Countrywild rice,Rices,Rices,Rices,"No GMOs,Non GMO project",b,3.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/341/609/0101/front_en.5.400.jpg,2.99,18,5
73416197749,WHITE RICE LONG GRAIN,Rices,Rices,Rices,"Organic,No GMOs,USDA Organic,Non GMO project",b,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/341/619/7749/front_en.5.400.jpg,2.99,18,5
73416250000,Regenerative Organic California Grown White Basmati Rice,Rices,Rices,Rices,"No gluten,Organic,No GMOs,USDA Organic,Non GMO project",b,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/341/625/0000/front_en.3.400.jpg,2.99,18,5
73416401532,California White Basmati Gourmet Rice,Rices,Rices,Aromatic Rices,"No gluten,No GMOs,Non GMO project",b,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/341/640/1532/front_en.14.400.jpg,2.99,18,5
73416402010,Organic California Brown Basmati Rice,Rices,Rices,Aromatic Rices,"No gluten,Organic,No GMOs,Non GMO project",b,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/341/640/2010/front_en.6.400.jpg,2.99,18,5
73416402041,ROC White Basmati Rice imp,Rices,Rices,Aromatic Rices,"No gluten,Organic,No GMOs,USDA Organic,Non GMO project",b,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/341/640/2041/front_en.7.400.jpg,2.99,18,5
73416533103,Brown Jasmine Rice,Rices,Rices,Aromatic Rices,"Fair trade,Organic,No GMOs,USDA Organic,Non GMO project",b,3.0,,"en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/007/341/653/3103/front_en.16.400.jpg,2.99,18,5
73416533400,Jasmine Rice,Rices,Rices,Aromatic Rices,"Fair trade,Organic,No GMOs,Non GMO project",b,3.0,,"en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/007/341/653/3400/front_en.16.400.jpg,2.99,18,5
73416534803,Organic california white basmati rice,Rices,Rices,Rices,"No gluten,Organic,No GMOs,USDA Organic,Non GMO project",b,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/341/653/4803/front_en.7.400.jpg,2.99,18,5
73416544307,Arborio White Rice & Seasoning Mix Creamy Parmesan Risotto,Rices,Rices,Rices,"Organic,No GMOs,Non GMO project",e,3.0,,"en:palm-oil-free,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/007/341/654/4307/front_en.7.400.jpg,2.99,18,5
73416578807,Cilantro Lime Rice,Rices,Rices,Rices,"Fair trade,Organic,No GMOs,Non GMO project",unknown,3.0,,"en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/007/341/657/8807/front_en.19.400.jpg,2.99,18,5
73469301322,Green tea Yama Moto Yama,Teas,Teas,Green Teas,"Kosher,Green Dot",b,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/346/930/1322/front_en.18.400.jpg,5.49,5,31
73469312045,Organic Decaf Sencha,Teas,Teas,Teas,"No gluten,Organic,No GMOs,Non GMO project",unknown,1.0,,"en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/007/346/931/2045/front_en.3.400.jpg,5.49,5,31
73469801013,Yamamotoyama teriyaki nori seaweed,Dried Fruits,Dried Fruits,Dried Plant Based Foods,,c,4.0,,"en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/007/346/980/1013/front_en.5.400.jpg,6.99,4,34
73488496894,Old Fashioned 100% Apple Cider,Alcoholic Beverages,Alcoholic Beverages,Ciders,,not-applicable,3.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/348/849/6894/front_en.5.400.jpg,12.99,7,10
73490125027,Matzo Meal,Flours,Flours,Flours,"Kosher,No GMOs,Non GMO project",a,1.0,en:gluten,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/349/012/5027/front_en.3.400.jpg,3.49,10,28
73574700300,Broccoli,Vegetables,Fresh Vegetables,Fresh Broccoli,"No GMOs,Non GMO project",unknown,,,,https://images.openfoodfacts.org/images/products/007/357/470/0300/front_en.4.400.jpg,1.99,7,35
73731001233,CARB BALANCE FLOUR,Flours,Flours,Flours,"Kosher,Source of fibre,High fibres,Keto",c,4.0,,"en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/007/373/100/1233/front_en.294.400.jpg,3.49,10,28
73731071199,Carb Balance Flour,Flours,Flours,Bread Flours,"Low or no sugar,Kosher,Source of fibre,High fibres,Keto,No sugar",a,4.0,en:sulphur-dioxide-and-sulphites,"en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/007/373/107/1199/front_en.173.400.jpg,3.49,10,28
73852022391,Organic Strawberry Rice Rusks,Baby Foods,Baby Foods,Baby Foods,"No gluten,Organic,USDA Organic",not-applicable,4.0,,"en:palm-oil-free,en:maybe-vegan,en:maybe-vegetarian",https://images.openfoodfacts.org/images/products/007/385/202/2391/front_en.4.400.jpg,3.99,17,1
74175006082,"Easy churned light neapolitan vanilla, chocolate, & strawberry ice cream, neapolitan",Ice Creams,Ice Creams,Ice Creams And Sorbets,,d,4.0,,"en:may-contain-palm-oil,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/007/417/500/6082/front_en.10.400.jpg,5.99,7,4
74175131517,Raisins,Dried Fruits,Dried Fruits,Dried Fruits,,unknown,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/417/513/1517/front_en.3.400.jpg,6.99,4,34
74175820169,Light Brown Sugar,Sugars,Sugars,Sugars,,unknown,2.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/417/582/0169/front_en.4.400.jpg,2.99,4,28
74175820213,Confectioners sugar,Sugars,Sugars,Sugars,,e,2.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/417/582/0213/front_en.4.400.jpg,2.99,4,28
74175854744,"Double fudge brownie easy churned light ice cream, double fudge brownie",Ice Creams,Ice Creams,Ice Creams And Sorbets,"Low or no fat,Low fat,Reduced fat,Contains milk",d,4.0,en:gluten,"en:palm-oil,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/007/417/585/4744/front_en.4.400.jpg,5.99,7,4
74261150460,Mirin Sweet Cooking Rice Wine,Alcoholic Beverages,Alcoholic Beverages,Alcoholic Beverages,,not-applicable,3.0,,"en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/007/426/115/0460/front_en.16.400.jpg,12.99,7,10
74265000365,Barbican apple flavor,Alcoholic Beverages,Alcoholic Beverages,Beers,,not-applicable,4.0,,"en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/007/426/500/0365/front_en.5.400.jpg,12.99,7,10
74265001881,Enriched Parboiled Long Grain Rice,Rices,Rices,Rices,,b,1.0,,"en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/007/426/500/1881/front_en.4.400.jpg,2.99,18,5
74265013013,Flower Honey,Honeys,Honeys,Honeys,,unknown,2.0,,"en:palm-oil-free,en:non-vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/426/501/3013/front_en.3.400.jpg,7.99,14,5
74305052163,Organic Apple Cider Vinegar Refresher - Apple Cinnamon,Alcoholic Beverages,Alcoholic Beverages,Ciders,"Organic,No GMOs,Non GMO project",not-applicable,3.0,,"en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/007/430/505/2163/front_en.4.400.jpg,12.99,7,10
74333684237,Organic Brown Rice Flour,Flours,Flours,Cereal Flours,"Low or no fat,Low fat,No gluten,Organic,No GMOs,USDA Organic,Non GMO project,100-whole-grain",b,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/433/368/4237/front_en.26.400.jpg,3.49,10,28
74333684251,Organic buckwheat flour,Flours,Flours,Cereal Flours,"No gluten,Organic,No GMOs,USDA Organic,Certified gluten-free,Non GMO project",a,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/433/368/4251/front_en.20.400.jpg,3.49,10,28
74333684282,1 to 1 Organic All-Purpose Flour,Flours,Flours,Flours,"No gluten,Organic,No GMOs,USDA Organic,Certified gluten-free,Non GMO project",b,4.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/433/368/4282/front_en.26.400.jpg,3.49,10,28
74333684299,Organic Rye Flour,Flours,Flours,Cereal Flours,"Low or no fat,Low fat,Organic,Kosher,No GMOs,USDA Organic,Kosher-parve,Non GMO project,Whole grain,Good-source-of-fiber",a,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/433/368/4299/front_en.24.400.jpg,3.49,10,28
74333684343,Organic Millet Flour,Flours,Flours,Cereal Flours,"Low or no fat,Low fat,No gluten,Organic,Kosher,No GMOs,USDA Organic,Certified gluten-free,Kosher-parve,Non GMO project,100-whole-grain,Good-source-of-fiber",unknown,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/433/368/4343/front_en.18.400.jpg,3.49,10,28
74333684350,Organic Oat Flour,Flours,Flours,Cereal Flours,"Low or no fat,Low fat,Organic,Kosher,No GMOs,USDA Organic,Kosher-parve,Non GMO project,100-whole-grain,Good-source-of-fiber",a,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/433/368/4350/front_en.17.400.jpg,3.49,10,28
74333687603,Protein Flour,Flours,Flours,Cereal Flours,"Low or no fat,Low fat,Kosher,No GMOs,Kosher-parve,Non GMO project,Good-source-of-protein",a,1.0,,"en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/007/433/368/7603/front_en.7.400.jpg,3.49,10,28
74401610410,White Jasmati Long Grain Jasmine Rice,Rices,Rices,Rices,"No GMOs,Non GMO project",b,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/440/161/0410/front_en.6.400.jpg,2.99,18,5
74401910411,Arborio Rice,Rices,Rices,Rices For Risotto,"No gluten,No GMOs,Non GMO project",unknown,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/440/191/0411/front_en.17.400.jpg,2.99,18,5
74410352592,Cooked Sticky Rice,Rices,Rices,Rices,,unknown,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/441/035/2592/front_en.23.400.jpg,2.99,18,5
74410703783,Milk chocolate,Chocolate,Chocolates,Milk Chocolates,,e,4.0,,"en:palm-oil-free,en:non-vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/441/070/3783/front_en.3.400.jpg,2.99,7,22
74410705824,CHOCO BABY,Chocolate,Chocolates,Chocolates,,e,4.0,"en:milk,en:soybeans","en:palm-oil,en:non-vegan,en:non-vegetarian",https://images.openfoodfacts.org/images/products/007/441/070/5824/front_en.4.400.jpg,2.99,7,22
74426020065,Masa Tortillas,Flours,Flours,Cereal Flours,No gluten,b,4.0,,"en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/007/442/602/0065/front_en.13.400.jpg,3.49,10,28
74471000500,Espresso Ground Coffee,Coffees,Coffees,Ground Coffees,,unknown,4.0,,"en:may-contain-palm-oil,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/007/447/100/0500/front_en.29.400.jpg,9.99,10,31
74471000555,Espresso bustelo,Coffees,Coffees,Coffees,,b,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/447/100/0555/front_en.11.400.jpg,9.99,10,31
74471017201,Café Espresso Molido,Coffees,Coffees,Ground Coffees,,unknown,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/447/101/7201/front_en.17.400.jpg,9.99,10,31
74510876691,Frênette,Alcoholic Beverages,Alcoholic Beverages,Alcoholic Beverages,"No gluten,Not advised for specific people,Not advised for pregnant women,Triman",not-applicable,3.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/451/087/6691/front_fr.3.400.jpg,12.99,7,10
74570004003,Vanilla Ice Cream,Spices,Spices,Vanilla,,d,3.0,"en:eggs,en:milk","en:palm-oil-free,en:non-vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/457/000/4003/front_en.4.400.jpg,3.99,10,1
74570007004,"Vanilla ice cream, vanilla",Spices,Spices,Vanilla,,d,3.0,en:milk,"en:palm-oil-free,en:non-vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/457/000/7004/front_en.4.400.jpg,3.99,10,1
74570014002,chocolate ice cream,Ice Creams,Ice Creams,Ice Creams And Sorbets,,d,3.0,"en:eggs,en:milk","en:palm-oil-free,en:non-vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/457/001/4002/front_en.13.400.jpg,5.99,7,4
74570017003,Ice cream,Ice Creams,Ice Creams,Ice Creams And Sorbets,,d,3.0,en:milk,"en:palm-oil-free,en:non-vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/457/001/7003/front_en.6.400.jpg,5.99,7,4
74570023103,chocolate dark chocolate ice cream bars,Ice Creams,Ice Creams,Ice Creams And Sorbets,,e,4.0,,"en:palm-oil-free,en:non-vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/457/002/3103/front_en.8.400.jpg,5.99,7,4
74570024001,Haagen Dazs Strawberry Ice Cream 14 oz,Ice Creams,Ice Creams,Ice Creams And Sorbets,,d,3.0,"en:eggs,en:milk","en:palm-oil-free,en:non-vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/457/002/4001/front_en.18.400.jpg,5.99,7,4
74570026005,"Chocolate ice cream bar dipped in fine dark chocolate , chocolate dark chocolate",Ice Creams,Ice Creams,Ice Creams And Sorbets,,e,4.0,,"en:palm-oil-free,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/007/457/002/6005/front_fr.13.400.jpg,5.99,7,4
74570027002,Strawberry Ice Cream,Ice Creams,Ice Creams,Ice Creams And Sorbets,,d,3.0,"en:eggs,en:milk","en:palm-oil-free,en:non-vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/457/002/7002/front_en.4.400.jpg,5.99,7,4
74570033102,vanilla milk chocolate almond ice cream bars,Ice Creams,Ice Creams,Ice Creams And Sorbets,,e,4.0,en:nuts,"en:palm-oil-free,en:non-vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/457/003/3102/front_en.4.400.jpg,5.99,7,4
74570034000,Coffee Ice Cream,Ice Creams,Ice Creams,Ice Creams And Sorbets,,d,3.0,"en:eggs,en:milk","en:palm-oil-free,en:non-vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/457/003/4000/front_en.16.400.jpg,5.99,7,4
74570037001,Coffee Ice Cream,Ice Creams,Ice Creams,Ice Creams And Sorbets,,d,3.0,"en:eggs,en:milk","en:palm-oil-free,en:non-vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/457/003/7001/front_en.9.400.jpg,5.99,7,4
74570114009,Butter Pecan Ice Cream,Ice Creams,Ice Creams,Ice Creams And Sorbets,,d,3.0,"en:eggs,en:milk,en:nuts","en:palm-oil-free,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/007/457/011/4009/front_en.12.400.jpg,5.99,7,4
74570146000,Ice Cream Bar,Ice Creams,Ice Creams,Ice Creams And Sorbets,,e,4.0,"en:milk,en:nuts","en:palm-oil-free,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/007/457/014/6000/front_en.4.400.jpg,5.99,7,4
74570208647,irish cream brownie ice cream,Ice Creams,Ice Creams,Ice Creams And Sorbets,No-rbst,d,4.0,"en:eggs,en:gluten,en:milk","en:palm-oil-free,en:non-vegan,en:maybe-vegetarian",https://images.openfoodfacts.org/images/products/007/457/020/8647/front_en.32.400.jpg,5.99,7,4
74570267026,Vanilla & blackberry belgian chocolate trio crispy,Ice Creams,Ice Creams,Ice Creams And Sorbets,,e,4.0,,"en:palm-oil-free,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/007/457/026/7026/front_en.6.400.jpg,5.99,7,4
74570274000,cookies & cream ice cream,Ice Creams,Ice Creams,Ice Creams And Sorbets,Made in France,e,4.0,"en:eggs,en:gluten,en:milk","en:palm-oil-content-unknown,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/007/457/027/4000/front_en.31.400.jpg,5.99,7,4
74570305445,salted brown butter cookie ice cream,Ice Creams,Ice Creams,Ice Creams And Sorbets,,d,4.0,,"en:palm-oil-free,en:non-vegan,en:maybe-vegetarian",https://images.openfoodfacts.org/images/products/007/457/030/5445/front_en.6.400.jpg,5.99,7,4
74570306053,Chocolate dark chocolate mini ice cream bars,Ice Creams,Ice Creams,Ice Creams And Sorbets,,unknown,4.0,,"en:palm-oil-free,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/007/457/030/6053/front_en.3.400.jpg,5.99,7,4
74570428540,Ice Cream Bars,Ice Creams,Ice Creams,Ice Creams And Sorbets,,e,4.0,"en:milk,en:nuts","en:palm-oil-free,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/007/457/042/8540/front_en.4.400.jpg,5.99,7,4
74570534005,cherry vanilla ice cream,Ice Creams,Ice Creams,Ice Creams And Sorbets,,d,4.0,en:milk,"en:palm-oil-free,en:non-vegan,en:maybe-vegetarian",https://images.openfoodfacts.org/images/products/007/457/053/4005/front_en.17.400.jpg,5.99,7,4
74570615322,Summer Blueberry & Lemon,Ice Creams,Ice Creams,Ice Creams And Sorbets,,c,4.0,,"en:palm-oil-free,en:maybe-vegan,en:maybe-vegetarian",https://images.openfoodfacts.org/images/products/007/457/061/5322/front_en.9.400.jpg,5.99,7,4
74570634330,Summer Berry Belgian Waffle Cones,Ice Creams,Ice Creams,Ice Creams And Sorbets,,e,4.0,,"en:palm-oil,en:non-vegan,en:maybe-vegetarian",https://images.openfoodfacts.org/images/products/007/457/063/4330/front_en.4.400.jpg,5.99,7,4
74570650576,Vanilla Bean Ice Cream,Ice Creams,Ice Creams,Ice Creams And Sorbets,,e,3.0,"en:eggs,en:milk","en:palm-oil-free,en:non-vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/457/065/0576/front_en.10.400.jpg,5.99,7,4
74570650972,Ice Cream Bars,Ice Creams,Ice Creams,Ice Creams And Sorbets,,e,4.0,"en:eggs,en:nuts,en:soybeans","en:palm-oil-free,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/007/457/065/0972/front_en.10.400.jpg,5.99,7,4
74570651092,Strawberry Ice Cream,Ice Creams,Ice Creams,Ice Creams And Sorbets,,d,3.0,"en:eggs,en:milk","en:palm-oil-free,en:non-vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/457/065/1092/front_en.4.400.jpg,5.99,7,4
74570651405,Green Tea Ice Cream,Ice Creams,Ice Creams,Ice Creams And Sorbets,,d,3.0,"en:eggs,en:milk","en:palm-oil-free,en:non-vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/007/457/065/1405/front_en.4.400.jpg,5.99,7,4
74570651481,Coffee almond crunch snack size ice cream bars,Ice Creams,Ice Creams,Ice Creams And Sorbets,No gluten,e,4.0,,"en:palm-oil-content-unknown,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/007/457/065/1481/front_en.3.400.jpg,5.99,7,4
74570651498,mini vanilla milk chocolate almond ice cream bars,Ice Creams,Ice Creams,Ice Creams And Sorbets,No gluten,e,4.0,,"en:palm-oil-free,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/007/457/065/1498/front_en.24.400.jpg,5.99,7,4
